TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
H2_ELECTROLYSIS	0.006577	0.000181	15.000000	0.000000	0.000013	Infinity	0.000000	-1.000000	1.000000	0.022996	0.900000	0.074944	
SMR	1302.820288	120.224572	25.000000	0.000000	2.067181	Infinity	0.000000	-1.000000	1.000000	0.860000	0.860000	0.048263	
H2_BIOMASS	0.000455	0.000032	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000417	0.860000	0.048263	
GASIFICATION_SNG	0.000529	0.000037	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000818	0.850000	0.048263	
SYN_METHANATION	0.000158	0.000040	40.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.001002	1.000000	0.033427	
BIOMETHANATION	0.001943	0.000027	20.000000	0.000000	0.000002	Infinity	0.000000	-1.000000	1.000000	0.016057	0.850000	0.058246	
BIO_HYDROLYSIS	3254.493590	221.894980	15.000000	0.000000	2.209867	Infinity	0.000000	-1.000000	1.000000	0.850000	0.850000	0.074944	
PYROLYSIS_TO_LFO	0.000624	0.000028	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.001773	0.850000	0.048263	
PYROLYSIS_TO_FUELS	0.000614	0.000017	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.000406	0.850000	0.048263	
ATM_CCS	0.000878	0.000022	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000204	1.000000	0.033427	
INDUSTRY_CCS	0.000888	0.000022	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000472	1.000000	0.033427	
AMMONIA_TO_H2	0.000400	0.000037	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.001758	0.860000	0.048263	
