TECHNOLOGIES	 c_inv	 c_maint	 lifetime	  f_min	 f	 f_max	 fmin_perc	f_perc	 fmax_perc	 c_p	 c_p_max	 tau	 gwp_constr
 UNITS	[M€/GW]	 [M€/GW/y]	 [y]	 [GW or GWh]	 [GW or GWh]	 [GW or GWh]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [0-1]	 [-]	 [ktCO2-eq./GW or GWh] 
H2_BIOMASS	0.000622	0.000044	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000741	0.860000	0.048263	
GASIFICATION_SNG	0.000756	0.000053	25.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.001318	0.850000	0.048263	
SYN_METHANATION	0.000211	0.000054	40.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.001570	1.000000	0.033427	
BIOMETHANATION	0.004497	0.000062	20.000000	0.000000	0.000005	Infinity	0.000000	-1.000000	1.000000	0.040817	0.850000	0.058246	
BIO_HYDROLYSIS	3254.484904	221.894388	15.000000	0.000000	2.209861	Infinity	0.000000	-1.000000	1.000000	0.850000	0.850000	0.074944	
PYROLYSIS_TO_LFO	0.000938	0.000043	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.004013	0.850000	0.048263	
PYROLYSIS_TO_FUELS	0.000774	0.000022	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.000603	0.850000	0.048263	
ATM_CCS	0.001172	0.000029	40.000000	0.000000	0.000000	Infinity	0.000000	-1.000000	1.000000	0.000322	1.000000	0.033427	
INDUSTRY_CCS	0.001367	0.000034	40.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.001581	1.000000	0.033427	
AMMONIA_TO_H2	0.000446	0.000041	25.000000	0.000000	0.000001	Infinity	0.000000	-1.000000	1.000000	0.001020	0.860000	0.048263	
EHV_GRID	0.000000	0.000000	80.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
HV_GRID	0.000000	0.000000	80.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
MV_GRID	0.000000	0.000000	80.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
LV_GRID	0.000000	0.000000	80.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
TRAFO_EH	0.000000	0.000000	65.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.024191	
TRAFO_HE	0.000000	0.000000	65.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.024191	
TRAFO_HM	0.000000	0.000000	70.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.023172	
TRAFO_MH	0.000000	0.000000	70.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.023172	
TRAFO_ML	0.000000	0.000000	75.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.022301	
TRAFO_LM	0.000000	0.000000	75.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.022301	
EHP_H2_GRID	0.000000	0.000000	80.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
HP_H2_GRID	0.000000	0.000000	80.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
MP_H2_GRID	0.000000	0.000000	80.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
LP_H2_GRID	0.000000	0.000000	80.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
EHP_NG_GRID	0.000000	0.000000	80.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
HP_NG_GRID	0.000000	0.000000	80.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
MP_NG_GRID	0.000000	0.000000	80.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
LP_NG_GRID	0.000000	0.000000	80.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.021548	
NG_EXP_EH	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
NG_EXP_HM	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
NG_EXP_ML	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
NG_EXP_EH_COGEN	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
NG_EXP_HM_COGEN	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
NG_EXP_ML_COGEN	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
NG_COMP_HE	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
NG_COMP_MH	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
NG_COMP_LM	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
H2_EXP_EH	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
H2_EXP_HM	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
H2_EXP_ML	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
H2_EXP_EH_COGEN	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
H2_EXP_HM_COGEN	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
H2_EXP_ML_COGEN	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
H2_COMP_HE	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
H2_COMP_MH	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
H2_COMP_LM	0.000000	0.000000	35.000000	0.000000	0.000000	0.000000	0.000000	-1.000000	1.000000	0.000000	1.000000	0.036934	
